Model,MPN,Body Color,Brand,UPC,Body Material,Body Type,Model Year,Size,Country/Region of Manufacture,String Configuration,Orientation,Product Line,Condition,Price
OTHER,NOT AVAILABLE,BLUE,GIBSON,PROVIDED,OTHER,OTHER,2007.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,GIBSON LES PAUL,Used,990.0
OTHER,NOT AVAILABLE,OTHER,TAYLOR,PROVIDED,SPRUCE,OTHER,2002.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,999.0
EXPLORER,NOT AVAILABLE,BROWN,GIBSON,PROVIDED,OTHER,OTHER,2018.0,OTHER,UNITED STATES,6 STRING,LEFT-HANDED,STUDIO,Used,1299.99
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,HOLLOW,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,305.0
OTHER,NOT AVAILABLE,GREEN,OTHER,PROVIDED,OTHER,OTHER,2019.0,FULL SIZE,CANADA,6 STRING,RIGHT-HANDED,OTHER,Used,1389.95
VINTAGE,NOT AVAILABLE,BLUE,JACKSON,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,334.99
STRATOCASTER,NOT AVAILABLE,BLUE,FENDER,PROVIDED,OTHER,OTHER,1991.0,OTHER,MEXICO,6 STRING,LEFT-HANDED,FENDER STRATOCASTER,Used,345.0
OTHER,NOT AVAILABLE,RED,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,GIBSON SG,Used,100.0
STRATOCASTER,PROVIDED,BLUE,OTHER,PROVIDED,OTHER,SOLID,2011.0,OTHER,INDONESIA,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,280.0
VINTAGE,NOT AVAILABLE,BUTTERSCOTCH BLONDE,FENDER,NOT AVAILABLE,ASH,SOLID,2019.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,FENDER TELECASTER,Used,1099.0
OTHER,NOT AVAILABLE,OTHER,G&L,PROVIDED,OTHER,SOLID,2019.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,725.0
OTHER,NOT AVAILABLE,WHITE,OTHER,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,2300.0
OTHER,NOT AVAILABLE,BLUE,DEAN,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,DEAN ML,Used,344.0
OTHER,NOT AVAILABLE,RED,G&L,PROVIDED,OTHER,SOLID,2006.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,860.0
STRATOCASTER,NOT AVAILABLE,OTHER,FENDER,PROVIDED,SOLID WOOD,SOLID,1983.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,675.0
OTHER,NOT AVAILABLE,BLACK,OTHER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,449.85
OTHER,NOT AVAILABLE,OTHER,RICKENBACKER,PROVIDED,OTHER,OTHER,2019.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,1500.0
OTHER,NOT AVAILABLE,OTHER,GRETSCH,NOT AVAILABLE,OTHER,HOLLOW,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,GRETSCH STREAMLINER,Used,250.0
LES PAUL STUDIO,NOT AVAILABLE,BROWN,GIBSON,NOT AVAILABLE,OTHER,SOLID,2018.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,GIBSON LES PAUL,New,699.99
OTHER,NOT AVAILABLE,WHITE,FENDER,PROVIDED,OTHER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,FENDER TELECASTER,Used,500.0
LES PAUL,NOT AVAILABLE,YELLOW,OTHER,NOT AVAILABLE,SOLID WOOD,SOLID,2019.0,OTHER,CHINA,6 STRING,RIGHT-HANDED,OTHER,Used,199.99
OTHER,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,OTHER,SOLID,2019.0,FULL SIZE,CHINA,6 STRING,RIGHT-HANDED,OTHER,Used,149.0
OTHER,NOT AVAILABLE,OTHER,FENDER,NOT AVAILABLE,OTHER,OTHER,1996.0,OTHER,MEXICO,6 STRING,RIGHT-HANDED,OTHER,Used,171.47
STRATOCASTER,NOT AVAILABLE,OTHER,FENDER,PROVIDED,OTHER,OTHER,1996.0,FULL SIZE,MEXICO,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,299.99
SG,NOT AVAILABLE,RED,GIBSON,PROVIDED,OTHER,SOLID,2019.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,GIBSON SG,New,890.0
OTHER,NOT AVAILABLE,OTHER,SQUIER,NOT AVAILABLE,BASSWOOD,OTHER,2011.0,OTHER,INDONESIA,6 STRING,RIGHT-HANDED,OTHER,New,399.0
OTHER,NOT AVAILABLE,OTHER,GIBSON,NOT AVAILABLE,MAHOGANY,SOLID,2013.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,GIBSON LES PAUL,Used,1299.99
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,ALDER,SOLID,2019.0,FULL SIZE,CHINA,6 STRING,RIGHT-HANDED,OTHER,Used,120.0
OTHER,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,170.99
OTHER,PROVIDED,NATURAL,OTHER,NOT AVAILABLE,ASH,SOLID,2005.0,FULL SIZE,NOT AVAILABLE,6 STRING,LEFT-HANDED,OTHER,NOT AVAILABLE,100.0
OTHER,NOT AVAILABLE,GREEN,GIBSON,PROVIDED,ALDER,OTHER,2017.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,399.0
OTHER,PROVIDED,OTHER,GIBSON,NOT AVAILABLE,MAHOGANY,SOLID,2007.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,STUDIO,NOT AVAILABLE,355.0
OTHER,NOT AVAILABLE,OTHER,UNBRANDED,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,55.89
OTHER,PROVIDED,OTHER,OTHER,PROVIDED,HARDWOOD,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,New,68.89
OTHER,PROVIDED,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,399.99
OTHER,PROVIDED,OTHER,OTHER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,Used,149.99
OTHER,PROVIDED,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,99.99
OTHER,PROVIDED,OTHER,EPIPHONE,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,Used,382.0
CLASSIC,PROVIDED,WHITE,OTHER,PROVIDED,BASSWOOD,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,72.9
SG STANDARD,PROVIDED,OTHER,GIBSON,NOT AVAILABLE,OTHER,SOLID,2015.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,GIBSON SG,Used,1000.0
OTHER,PROVIDED,OTHER,IBANEZ,NOT AVAILABLE,POPLAR,SOLIDBODY,2019.0,OTHER,CHINA,OTHER,RIGHT-HANDED,OTHER,New,285.7
OTHER,PROVIDED,OLYMPIC WHITE,SQUIER BY FENDER,NOT AVAILABLE,OTHER,SOLID,2018.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,399.99
OTHER,PROVIDED,OTHER,OTHER,PROVIDED,MAHOGANY,OTHER,2019.0,OTHER,CHINA,6 STRING,RIGHT-HANDED,OTHER,New,249.99
OTHER,NOT AVAILABLE,OTHER,FIREFLY,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Open box,199.0
OTHER,NOT AVAILABLE,OTHER,DANELECTRO,PROVIDED,OTHER,OTHER,2019.0,OTHER,KOREA,6 STRING,RIGHT-HANDED,OTHER,Used,350.0
OTHER,NOT AVAILABLE,RED,OTHER,NOT AVAILABLE,OTHER,SEMI-HOLLOW,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,699.0
OTHER,NOT AVAILABLE,BLACK,FENDER,NOT AVAILABLE,OTHER,ELECTRIC GUITAR,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,128.24
OTHER,NOT AVAILABLE,OTHER,SQUIER BY FENDER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,LEFT-HANDED,OTHER,Used,179.99
OTHER,NOT AVAILABLE,OTHER,ESP,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,JAPAN,6 STRING,RIGHT-HANDED,OTHER,New,1799.0
OTHER,NOT AVAILABLE,OTHER,DEAN,NOT AVAILABLE,SOLID WOOD,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,760.45
OTHER,NOT AVAILABLE,BEIGE,OTHER,PROVIDED,OTHER,SEMI-HOLLOW,2019.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,1500.0
OTHER,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,OTHER,SOLID,2019.0,FULL SIZE,CHINA,6 STRING,RIGHT-HANDED,OTHER,Used,149.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,SEMI-HOLLOW,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,500.0
VINTAGE,NOT AVAILABLE,BLACK,OTHER,NOT AVAILABLE,SOLID WOOD,SOLID,2019.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,800.0
OTHER,NOT AVAILABLE,BLACK,OTHER,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,26.99
SG,NOT AVAILABLE,RED,GIBSON,PROVIDED,OTHER,SOLID,2019.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,GIBSON SG,New,890.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,SOLID,1962.0,OTHER,SWEDEN,6 STRING,RIGHT-HANDED,OTHER,Used,925.0
OTHER,NOT AVAILABLE,OTHER,DEAN,NOT AVAILABLE,MAHOGANY,DREADNOUGHT,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,125.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,Used,924.99
STRATOCASTER,NOT AVAILABLE,OTHER,FENDER,PROVIDED,MAPLE,OTHER,1978.0,OTHER,NOT AVAILABLE,6 STRING,LEFT-HANDED,FENDER STRATOCASTER,Used,410.0
OTHER,NOT AVAILABLE,OTHER,G&L,NOT AVAILABLE,ALDER,SOLID,2018.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,705.0
OTHER,NOT AVAILABLE,BLACK,OTHER,PROVIDED,OTHER,SOLID,2019.0,FULL SIZE,CHINA,6 STRING,RIGHT-HANDED,OTHER,Used,69.0
FLYING V,NOT AVAILABLE,BLACK,ESP,PROVIDED,OTHER,SOLID,2011.0,FULL SIZE,INDONESIA,6 STRING,RIGHT-HANDED,ESP LTD,Used,243.0
VINTAGE,NOT AVAILABLE,RED,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,139.0
OTHER,NOT AVAILABLE,OTHER,PRS,PROVIDED,"MAHOGANY, MAPLE",SEMI-HOLLOW,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,495.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,ROSEWOOD,OTHER,2019.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,1499.99
CUSTOM,NOT AVAILABLE,BLACK,PRS,PROVIDED,"MAHOGANY, MAPLE",SOLID,2014.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,2590.0
TELECASTER,NOT AVAILABLE,BUTTERSCOTCH BLONDE,FENDER,PROVIDED,ASH,SOLID,2019.0,OTHER,MEXICO,6 STRING,RIGHT-HANDED,FENDER TELECASTER,Used,199.0
OTHER,PROVIDED,BLACK,OTHER,NOT AVAILABLE,OTHER,OTHER,2004.0,OTHER,KOREA,6 STRING,RIGHT-HANDED,OTHER,Used,180.0
OTHER,NOT AVAILABLE,BLACK,JACKSON,NOT AVAILABLE,OTHER,OTHER,2017.0,OTHER,CHINA,6 STRING,NOT AVAILABLE,OTHER,Used,250.0
OTHER,NOT AVAILABLE,OTHER,JACKSON,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,INDONESIA,6 STRING,RIGHT-HANDED,OTHER,New,699.99
OTHER,PROVIDED,RED,OTHER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,199.0
OTHER,NOT AVAILABLE,YELLOW,YAMAHA,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,220.0
CUSTOM,NOT AVAILABLE,WHITE,IBANEZ,PROVIDED,OTHER,SOLID,2019.0,OTHER,CHINA,6 STRING,RIGHT-HANDED,IBANEZ JEM,Used,400.0
OTHER,NOT AVAILABLE,BLACK,JACKSON,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,200.0
CUSTOM,NOT AVAILABLE,OTHER,RICKENBACKER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,12 STRING,NOT AVAILABLE,OTHER,NOT AVAILABLE,2995.0
OTHER,NOT AVAILABLE,OTHER,FENDER,PROVIDED,ALDER,SOLID,2006.0,OTHER,MEXICO,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,900.0
OTHER,NOT AVAILABLE,WHITE,FIREFLY,NOT AVAILABLE,MAHOGANY,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,45.0
OTHER,NOT AVAILABLE,BLACK,OTHER,PROVIDED,OTHER,SOLID,2016.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,925.0
SG SPECIAL,NOT AVAILABLE,RED,GIBSON,PROVIDED,MAHOGANY,OTHER,2004.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,GIBSON SG,Used,455.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,211.65
OTHER,NOT AVAILABLE,BLACK,DEAN,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,69.95
CLASSIC,NOT AVAILABLE,OTHER,EPIPHONE,PROVIDED,OTHER,SEMI-HOLLOW,2007.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,700.0
OTHER,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,WOOD,HOLLOW,2017.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,159.96
OTHER,NOT AVAILABLE,RED,GRETSCH,PROVIDED,MAPLE,SEMI-HOLLOW,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,GRETSCH STREAMLINER,Used,425.0
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,98.95
OTHER,NOT AVAILABLE,OTHER,FENDER,PROVIDED,OTHER,SOLID,1956.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,2100.0
OTHER,NOT AVAILABLE,BLUE,FIREFLY,PROVIDED,MAHOGANY,SEMI-HOLLOW,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,250.0
OTHER,NOT AVAILABLE,BLACK,FENDER,NOT AVAILABLE,ALDER,SOLID,2019.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,FENDER JAZZMASTER,Used,2099.99
CUSTOM,NOT AVAILABLE,OTHER,OTHER,PROVIDED,"ALDER, MAPLE",OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,399.0
OTHER,NOT AVAILABLE,BLACK,FENDER,NOT AVAILABLE,AGATHIS,SOLID,2000.0,FULL SIZE,CHINA,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,229.0
OTHER,PROVIDED,OTHER,SCHECTER,NOT AVAILABLE,MAHOGANY,SOLID,2017.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,SCHECTER DIAMOND SERIES,Used,360.0
OTHER,NOT AVAILABLE,BLACK,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,290.0
OTHER,NOT AVAILABLE,AMBER,OTHER,NOT AVAILABLE,SOLID WOOD,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,1999.0
OTHER,NOT AVAILABLE,RED,OTHER,PROVIDED,OTHER,SEMI-HOLLOW,2019.0,FULL SIZE,CHINA,6 STRING,RIGHT-HANDED,OTHER,New,399.9
OTHER,PROVIDED,PINK,OTHER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,30.4
OTHER,PROVIDED,BLUE,SQUIER,NOT AVAILABLE,MAPLE,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,118.7
OTHER,PROVIDED,BLUE,OTHER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,38.62
SG STANDARD,NOT AVAILABLE,RED,GIBSON,NOT AVAILABLE,OTHER,SOLID,2017.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,GIBSON SG,Used,630.0
OTHER,NOT AVAILABLE,SUNBURST,OTHER,NOT AVAILABLE,OTHER,SEMI-HOLLOW,2019.0,FULL SIZE,JAPAN,6 STRING,RIGHT-HANDED,OTHER,Used,249.95
OTHER,PROVIDED,BLACK,OTHER,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,LEFT-HANDED,OTHER,Used,31.61
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,ELECTRIC,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,375.0
OTHER,PROVIDED,OTHER,IBANEZ,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,OTHER,NOT AVAILABLE,OTHER,New,399.99
OTHER,PROVIDED,NATURAL,FENDER,PROVIDED,MAHOGANY,DREADNOUGHT,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,New,339.99
OTHER,NOT AVAILABLE,OTHER,UNBRANDED,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,CHINA,6 STRING,RIGHT-HANDED,OTHER,New,85.32
OTHER,PROVIDED,OTHER,OTHER,PROVIDED,HARDWOOD,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,New,85.98
OTHER,NOT AVAILABLE,OTHER,FENDER,NOT AVAILABLE,ALDER,SOLID,2019.0,OTHER,MEXICO,6 STRING,RIGHT-HANDED,FENDER TELECASTER,New,499.99
OTHER,NOT AVAILABLE,BLACK,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,189.99
OTHER,PROVIDED,OTHER,OTHER,PROVIDED,"ALDER, MAPLE",SOLID,2015.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,650.0
OTHER,PROVIDED,BROWN,FENDER,NOT AVAILABLE,SOLID WOOD,SOLID,1975.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,2499.99
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,OTHER,2002.0,OTHER,MONACO,6 STRING,RIGHT-HANDED,OTHER,Used,1327.34
OTHER,NOT AVAILABLE,OTHER,OTHER,PROVIDED,OTHER,OTHER,2019.0,OTHER,CHINA,6 STRING,LEFT-HANDED,OTHER,Used,189.99
OTHER,NOT AVAILABLE,BLACK,IBANEZ,PROVIDED,MAPLE,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,174.5
OTHER,PROVIDED,OTHER,FENDER,PROVIDED,ALDER,SOLID,2019.0,FULL SIZE,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,New,898.0
FLYING V,NOT AVAILABLE,OTHER,JACKSON,NOT AVAILABLE,OTHER,OTHER,2019.0,OTHER,CHINA,6 STRING,RIGHT-HANDED,OTHER,Used,124.07
OTHER,NOT AVAILABLE,OTHER,FENDER,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,UNITED STATES,6 STRING,NOT AVAILABLE,FENDER STRATOCASTER,Used,795.0
OTHER,NOT AVAILABLE,BLACK,EPIPHONE,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,7 STRING,NOT AVAILABLE,EPIPHONE LES PAUL,Used,460.0
OTHER,NOT AVAILABLE,OTHER,B.C. RICH,NOT AVAILABLE,OTHER,OTHER,2012.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,1601.0
OTHER,NOT AVAILABLE,OTHER,SCHECTER,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,7 STRING,NOT AVAILABLE,OTHER,Used,263.0
OTHER,NOT AVAILABLE,WHITE,UNBRANDED,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,125.0
OTHER,NOT AVAILABLE,OTHER,EPIPHONE,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,For parts or not working,203.5
OTHER,NOT AVAILABLE,BLACK,EPIPHONE,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,7 STRING,NOT AVAILABLE,EPIPHONE LES PAUL,Used,460.0
SHORTY TRAVEL GUITAR,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,OTHER,SOLID,2019.0,TRAVEL,CHINA,6 STRING,RIGHT-HANDED,OTHER,New,119.99
OTHER,NOT AVAILABLE,GOLD,DEAN,PROVIDED,OTHER,OTHER,2006.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,249.99
LES PAUL STANDARD,NOT AVAILABLE,GOLD,EPIPHONE,PROVIDED,OTHER,SOLID,2012.0,OTHER,CHINA,6 STRING,RIGHT-HANDED,EPIPHONE LES PAUL,Used,330.0
OTHER,NOT AVAILABLE,OTHER,CHARVEL,PROVIDED,MAHOGANY,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Open box,375.0
OTHER,NOT AVAILABLE,BLACK,OTHER,PROVIDED,OTHER,OTHER,2011.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,1225.0
OTHER,NOT AVAILABLE,BLUE,EPIPHONE,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,EPIPHONE LES PAUL STANDARD PLUSTOP PRO,Used,369.0
OTHER,PROVIDED,OTHER,OTHER,NOT AVAILABLE,WALNUT,SOLID,2018.0,22.5 SCALE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,32.56
LES PAUL,NOT AVAILABLE,BURST,OTHER,NOT AVAILABLE,MAHOGANY,SOLID,2019.0,STANDARD,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,175.0
OTHER,NOT AVAILABLE,OTHER,UNBRANDED,PROVIDED,OTHER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,NOT AVAILABLE,89.0
OTHER,NOT AVAILABLE,WHITE,OTHER,PROVIDED,OTHER,SOLID,2019.0,FULL SIZE,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,200.0
OTHER,NOT AVAILABLE,BROWN,GIBSON,PROVIDED,OTHER,SOLID,2008.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,GIBSON SG,Used,520.0
VINTAGE,NOT AVAILABLE,WHITE,OTHER,PROVIDED,OTHER,SOLID,2019.0,OTHER,UNITED STATES,6 STRING,RIGHT-HANDED,OTHER,Used,499.0
STRATOCASTER,NOT AVAILABLE,BLONDE,FENDER,PROVIDED,OTHER,SOLID,2019.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,460.0
OTHER,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,OTHER,SOLID,2017.0,FULL SIZE,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,400.0
FLYING V,NOT AVAILABLE,BLACK,GIBSON,PROVIDED,OTHER,SOLID,1992.0,OTHER,NOT AVAILABLE,6 STRING,RIGHT-HANDED,OTHER,Used,800.0
OTHER,NOT AVAILABLE,OTHER,OTHER,NOT AVAILABLE,MAPLE,HOLLOW,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,399.0
OTHER,NOT AVAILABLE,RED,PEAVEY,PROVIDED,OTHER,OTHER,2019.0,OTHER,NOT AVAILABLE,6 STRING,NOT AVAILABLE,OTHER,Used,310.0
STRATOCASTER HSS,NOT AVAILABLE,OTHER,FENDER,PROVIDED,OTHER,SOLID,2007.0,OTHER,MEXICO,6 STRING,RIGHT-HANDED,FENDER STRATOCASTER,Used,350.0
OTHER,NOT AVAILABLE,OTHER,FENDER,NOT AVAILABLE,OTHER,OTHER,2011.0,OTHER,UNITED STATES,6 STRING,NOT AVAILABLE,FENDER STRATOCASTER,Used,700.0
SG,NOT AVAILABLE,BLACK,EPIPHONE,NOT AVAILABLE,OTHER,SOLID,2019.0,OTHER,UNKNOWN,6 STRING,RIGHT-HANDED,OTHER,Used,149.0
